t, ni, rep, g, s, ph, d, rank, p, fitness, extra, genes, DateTime, mil
00:00:00:00.016, 00:00:00:00.001, 55, 2, 0.1250000, M, 4.30e+01, 11, 0.24188501041454627, 6.20000000000000000e+01, , 1111 0000 0010 1011 1111 1111 1110 1001 1011 0100 0001 0001 0111 1111 1101 1011 1111 0110 0001 0101 1001 1101 1111 0111 0001, Mon Apr 27 20:18:01 CST 2026, 16
00:00:00:00.020, 00:00:00:00.000, 55, 3, 0.1500000, R, 2.20e+01, 2, 0.00000000000000000, 6.40000000000000000e+01, , 1111 0101 0110 1110 1110 1011 0100 1001 1011 1100 0001 0011 1110 1011 1111 0011 1111 0111 0001 1101 1001 1011 1111 1101 0001, Mon Apr 27 20:18:01 CST 2026, 20
00:00:00:00.027, 00:00:00:00.000, 55, 5, 0.1851852, R, 1.50e+01, 2, 0.00000000000000000, 6.50000000000000000e+01, , 1111 0101 0110 1111 1111 1111 1110 1001 1011 0110 0001 0001 1111 1011 1101 1011 1111 0110 0001 0101 1001 1001 0111 1101 0001, Mon Apr 27 20:18:01 CST 2026, 27
00:00:00:00.035, 00:00:00:00.001, 55, 7, 0.2000000, R, 1.60e+01, 2, 0.00000000000000000, 6.70000000000000000e+01, , 1110 1101 0101 1111 1111 1111 1110 0000 1011 1110 0101 0001 1110 1010 1101 1111 1111 0111 0011 0100 1011 1001 1111 1101 0001, Mon Apr 27 20:18:01 CST 2026, 35
00:00:00:00.044, 00:00:00:00.001, 55, 10, 0.2272727, M, 9.00e+00, 2, 0.02511612770301124, 6.80000000000000000e+01, , 1111 1101 0001 1111 1111 1111 1110 1101 0011 1110 0101 0001 1110 1010 1101 1111 1111 0110 0011 0101 1011 1001 0111 1101 0001, Mon Apr 27 20:18:01 CST 2026, 44
00:00:00:00.051, 00:00:00:00.000, 55, 11, 0.2156863, R, 3.00e+00, 2, 0.00000000000000000, 6.90000000000000000e+01, , 1111 1101 0101 1111 1111 1111 1110 0101 0011 1110 0101 0001 1110 1010 1101 1111 1111 0111 0011 0101 1011 1001 0111 1101 0001, Mon Apr 27 20:18:01 CST 2026, 51
00:00:00:00.060, 00:00:00:00.001, 55, 15, 0.2500000, R, 6.00e+00, 5, 0.00000000000000000, 7.10000000000000000e+01, , 1111 1101 0101 1111 1111 1111 0110 0100 1011 1110 0101 0001 1110 1011 1101 1111 1111 1111 0011 0101 1011 1001 0111 1101 0101, Mon Apr 27 20:18:01 CST 2026, 60
00:00:00:00.066, 00:00:00:00.000, 55, 19, 0.2878788, R, 1.70e+01, 15, 0.00000000000000000, 7.20000000000000000e+01, , 1110 1101 0100 1111 1111 1011 1111 0100 1001 1011 0101 0011 1110 1011 1101 1111 1111 1111 1111 1110 1011 1001 0111 0101 0011, Mon Apr 27 20:18:01 CST 2026, 66
00:00:00:00.074, 00:00:00:00.000, 55, 20, 0.2702703, M, 2.30e+01, 5, 0.08485186069054183, 7.30000000000000000e+01, , 1111 1101 0100 1110 1111 1111 0110 1100 1011 1110 1101 1011 1110 0111 1101 1111 1111 1111 0011 0101 1001 1001 0111 1101 1101, Mon Apr 27 20:18:01 CST 2026, 74
00:00:00:00.084, 00:00:00:00.001, 55, 23, 0.2738095, R, 7.00e+00, 6, 0.00000000000000000, 7.60000000000000000e+01, , 0110 1101 0100 1110 1111 1111 1110 1100 1011 1110 1101 1011 1110 0111 1101 1111 1111 1111 1111 0111 1001 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 84
00:00:00:00.090, 00:00:00:00.000, 55, 25, 0.2777778, R, 4.00e+00, 3, 0.00000000000000000, 7.80000000000000000e+01, , 1111 1101 0100 1110 1111 1111 1110 1100 1011 1110 1111 1011 1110 0111 1101 1111 1111 1111 1011 0111 1001 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 90
00:00:00:00.096, 00:00:00:00.000, 55, 29, 0.3020833, R, 1.00e+00, 3, 0.00000000000000000, 7.90000000000000000e+01, , 1111 1101 0100 1110 1111 1111 1110 1100 1011 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1001 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 96
00:00:00:00.102, 00:00:00:00.000, 55, 32, 0.3137255, M, 1.00e+00, 1, 0.01000000000000000, 8.00000000000000000e+01, , 1111 1111 0100 1110 1111 1111 1110 1100 1011 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1001 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 102
00:00:00:00.110, 00:00:00:00.001, 55, 37, 0.3363636, R, 1.00e+00, 3, 0.00000000000000000, 8.10000000000000000e+01, , 1111 1111 0100 1110 1111 1111 1110 1110 1011 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1001 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 110
00:00:00:00.117, 00:00:00:00.001, 55, 41, 0.3504274, R, 2.00e+00, 6, 0.00000000000000000, 8.30000000000000000e+01, , 1111 1111 1100 1110 1111 1111 1110 1111 1011 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1001 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 117
00:00:00:00.123, 00:00:00:00.001, 55, 46, 0.3739837, M, 3.00e+00, 4, 0.06308198707939691, 8.40000000000000000e+01, , 1111 1111 1100 1110 1111 1111 1110 1111 1111 1010 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1101 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 123
00:00:00:00.130, 00:00:00:00.001, 55, 51, 0.3923077, R, 1.00e+00, 3, 0.00000000000000000, 8.50000000000000000e+01, , 1111 1111 1110 1110 1111 1111 1110 1111 1111 1010 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1101 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 130
00:00:00:00.138, 00:00:00:00.001, 55, 58, 0.4202898, M, 1.00e+00, 1, 0.01000000000000000, 8.60000000000000000e+01, , 1111 1111 1110 1110 1111 1111 1110 1111 1111 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1101 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 138
00:00:00:00.150, 00:00:00:00.003, 55, 74, 0.4933333, M, 1.00e+00, 2, 0.02511612770301124, 8.70000000000000000e+01, , 1111 1111 1111 1110 1111 1111 1110 1111 1111 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1101 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 150
00:00:00:00.156, 00:00:00:00.001, 55, 78, 0.5000000, M, 1.00e+00, 1, 0.01000000000000000, 8.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1101 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 156
00:00:00:00.171, 00:00:00:00.001, 55, 84, 0.4912281, M, 1.00e+00, 1, 0.01000000000000000, 8.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1101 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 171
00:00:00:00.185, 00:00:00:00.005, 55, 114, 0.6162162, M, 1.00e+00, 1, 0.01000000000000000, 9.00000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1011 1110 0111 1111 1111 1111 1111 1011 0111 1111 1001 0111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 185
00:00:00:00.195, 00:00:00:00.004, 55, 136, 0.6974359, M, 3.00e+00, 4, 0.06308198707939691, 9.10000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 0111 1111 1111 1111 1111 1011 0111 1111 1001 1110 1101 1111, Mon Apr 27 20:18:01 CST 2026, 195
00:00:00:00.205, 00:00:00:00.000, 55, 138, 0.6731707, M, 1.00e+00, 1, 0.01000000000000000, 9.20000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 0111 1111 1111 1111 1111 1011 0111 1111 1011 1110 1101 1111, Mon Apr 27 20:18:01 CST 2026, 205
00:00:00:00.216, 00:00:00:00.002, 55, 145, 0.6712963, R, 1.00e+00, 2, 0.00000000000000000, 9.30000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 0111 1111 1111 1111 1111 1111 0111 1111 1011 1110 1101 1111, Mon Apr 27 20:18:01 CST 2026, 216
00:00:00:00.226, 00:00:00:00.006, 55, 175, 0.7743363, R, 1.00e+00, 3, 0.00000000000000000, 9.40000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 0111 1111 1111 1111 1111 1111 0111 1111 1111 1110 1101 1111, Mon Apr 27 20:18:01 CST 2026, 226
00:00:00:00.230, 00:00:00:00.000, 55, 177, 0.7695652, R, 1.00e+00, 3, 0.00000000000000000, 9.50000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 1111 1111 1111 1111 1111 1111 0111 1111 1111 1110 1101 1111, Mon Apr 27 20:18:01 CST 2026, 230
00:00:00:00.236, 00:00:00:00.003, 55, 194, 0.8220339, M, 1.00e+00, 1, 0.01000000000000000, 9.60000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1101 1111, Mon Apr 27 20:18:01 CST 2026, 236
00:00:00:00.247, 00:00:00:00.005, 55, 225, 0.9109312, R, 1.00e+00, 9, 0.00000000000000000, 9.70000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111, Mon Apr 27 20:18:01 CST 2026, 247
00:00:00:00.259, 00:00:00:00.007, 55, 265, 1.0231661, R, 1.00e+00, 9, 0.00000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 259
00:00:00:00.264, 00:00:00:00.000, 55, 271, 1.0265151, R, 1.00e+00, 3, 0.00000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 264
00:00:00:00.293, 00:00:00:00.026, 55, 441, 1.5051194, R, 1.00e+00, 3, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 293
00:00:00:00.296, 00:00:00:00.000, 55, 443, 1.4966216, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 296
00:00:00:00.001, 00:00:00:00.000, 56, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 6.10000000000000000e+01, , 1111 1100 1111 1111 0110 0001 0101 1101 1010 1111 0110 1001 0100 1110 1110 1101 1011 0110 1111 1001 1000 1000 0001 0101 1110, Mon Apr 27 20:18:01 CST 2026, 1
00:00:00:00.006, 00:00:00:00.005, 56, 2, 0.3333333, M, 1.00e+00, 1, 0.01000000000000000, 6.20000000000000000e+01, , 1111 1100 1111 1111 0110 0001 0101 1101 1010 1111 0110 1001 0101 1110 1110 1101 1011 0110 1111 1001 1000 1000 0001 0101 1110, Mon Apr 27 20:18:01 CST 2026, 6
00:00:00:00.011, 00:00:00:00.000, 56, 3, 0.2727273, R, 2.40e+01, 3, 0.00000000000000000, 6.60000000000000000e+01, , 1111 1101 1111 1101 1110 1011 0101 0101 1001 0111 0111 0000 1111 1010 1110 1101 1111 0110 1101 1001 1010 1100 0101 1011 0110, Mon Apr 27 20:18:01 CST 2026, 11
00:00:00:00.016, 00:00:00:00.000, 56, 6, 0.3750000, M, 1.00e+00, 1, 0.01000000000000000, 6.70000000000000000e+01, , 1111 1101 1111 1101 1110 1011 1101 0101 1001 0111 0111 0000 1111 1010 1110 1101 1111 0110 1101 1001 1010 1100 0101 1011 0110, Mon Apr 27 20:18:01 CST 2026, 16
00:00:00:00.020, 00:00:00:00.000, 56, 7, 0.3500000, R, 2.80e+01, 8, 0.00000000000000000, 7.10000000000000000e+01, , 1111 1101 1111 1111 1110 1101 1101 1001 1000 1101 0111 1010 1000 1111 1110 1101 1011 0111 0101 1101 1000 1011 1011 1111 1110, Mon Apr 27 20:18:01 CST 2026, 20
00:00:00:00.024, 00:00:00:00.000, 56, 9, 0.3750000, R, 1.10e+01, 3, 0.00000000000000000, 7.40000000000000000e+01, , 1110 1101 1111 1111 1110 1101 1101 1101 1010 1101 0110 1100 1001 1111 1110 1111 1011 0111 0111 1101 1000 1111 1011 1101 1110, Mon Apr 27 20:18:01 CST 2026, 24
00:00:00:00.029, 00:00:00:00.000, 56, 11, 0.3793103, R, 1.60e+01, 3, 0.00000000000000000, 7.60000000000000000e+01, , 1111 1101 1111 1101 1110 1111 1101 1101 1010 1111 1111 0101 1111 1111 1010 1111 1011 0110 0111 1001 1000 1111 0111 1001 1110, Mon Apr 27 20:18:01 CST 2026, 29
00:00:00:00.034, 00:00:00:00.000, 56, 13, 0.3823529, R, 2.40e+01, 9, 0.00000000000000000, 7.80000000000000000e+01, , 1110 1011 1111 1111 1110 1101 1111 1101 1010 1111 0110 1111 1101 1110 1110 1101 1111 0111 0111 1101 1010 1101 1011 1110 1110, Mon Apr 27 20:18:01 CST 2026, 34
00:00:00:00.039, 00:00:00:00.000, 56, 15, 0.3846154, R, 1.40e+01, 2, 0.00000000000000000, 8.00000000000000000e+01, , 1110 1111 1111 1101 1110 1111 1111 1101 1010 1111 0110 0100 1111 1111 1110 1111 1111 0111 0111 1111 1000 1111 1011 1101 1110, Mon Apr 27 20:18:01 CST 2026, 39
00:00:00:00.045, 00:00:00:00.002, 56, 20, 0.4444444, M, 2.00e+00, 1, 0.01000000000000000, 8.20000000000000000e+01, , 1110 1111 1111 1101 1110 1111 1111 1101 1110 1111 1110 0100 1111 1111 1110 1111 1111 0111 0111 1111 1000 1111 1011 1101 1110, Mon Apr 27 20:18:01 CST 2026, 45
00:00:00:00.052, 00:00:00:00.002, 56, 36, 0.6923077, M, 5.00e+00, 4, 0.06308198707939691, 8.30000000000000000e+01, , 1110 1111 1111 1101 1110 1111 1111 1111 1110 1111 1110 0100 1111 1111 1100 1111 1101 0111 1111 1111 1001 1111 1011 1101 1110, Mon Apr 27 20:18:01 CST 2026, 52
00:00:00:00.056, 00:00:00:00.002, 56, 40, 0.7142857, M, 1.00e+00, 1, 0.01000000000000000, 8.40000000000000000e+01, , 1110 1111 1111 1101 1110 1111 1111 1111 1110 1111 1110 0100 1111 1111 1100 1111 1101 0111 1111 1111 1001 1111 1011 1111 1110, Mon Apr 27 20:18:01 CST 2026, 56
00:00:00:00.062, 00:00:00:00.001, 56, 47, 0.7580645, R, 1.00e+00, 2, 0.00000000000000000, 8.50000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0100 1111 1111 1100 1111 1101 0111 1111 1111 1001 1111 1011 1111 1110, Mon Apr 27 20:18:01 CST 2026, 62
00:00:00:00.067, 00:00:00:00.001, 56, 52, 0.7761194, M, 1.00e+00, 1, 0.01000000000000000, 8.60000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0100 1111 1111 1100 1111 1101 0111 1111 1111 1001 1111 1011 1111 1111, Mon Apr 27 20:18:01 CST 2026, 67
00:00:00:00.071, 00:00:00:00.001, 56, 58, 0.8169014, M, 1.00e+00, 1, 0.01000000000000000, 8.70000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0101 1111 1111 1100 1111 1101 0111 1111 1111 1001 1111 1011 1111 1111, Mon Apr 27 20:18:01 CST 2026, 71
00:00:00:00.075, 00:00:00:00.002, 56, 69, 0.9200000, R, 1.00e+00, 4, 0.00000000000000000, 8.80000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0101 1111 1111 1100 1111 1101 0111 1111 1111 1101 1111 1011 1111 1111, Mon Apr 27 20:18:01 CST 2026, 75
00:00:00:00.079, 00:00:00:00.000, 56, 72, 0.9113924, M, 3.00e+00, 2, 0.02511612770301124, 8.90000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0101 1111 1111 1100 1111 1101 1111 1111 1111 1001 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 79
00:00:00:00.085, 00:00:00:00.003, 56, 91, 1.0705882, R, 1.00e+00, 3, 0.00000000000000000, 9.00000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0111 1111 1111 1100 1111 1101 1111 1111 1111 1001 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 85
00:00:00:00.094, 00:00:00:00.005, 56, 123, 1.3085107, R, 1.00e+00, 3, 0.00000000000000000, 9.10000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1110 1111 1110 0111 1111 1111 1100 1111 1101 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 94
00:00:00:00.100, 00:00:00:00.002, 56, 137, 1.3700000, R, 1.00e+00, 2, 0.00000000000000000, 9.20000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1111 1111 1110 0111 1111 1111 1100 1111 1101 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 100
00:00:00:00.111, 00:00:00:00.006, 56, 179, 1.6126126, R, 1.00e+00, 3, 0.00000000000000000, 9.30000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1100 1111 1101 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 111
00:00:00:00.123, 00:00:00:00.002, 56, 193, 1.5691057, R, 5.00e+00, 6, 0.00000000000000000, 9.40000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1111 1111 1110 1111 1111 0111 1111 1111 1111 1111 1111 0111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 123
00:00:00:00.137, 00:00:00:00.008, 56, 251, 1.8321168, R, 1.00e+00, 2, 0.00000000000000000, 9.50000000000000000e+01, , 1110 1111 1111 1101 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 0111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 137
00:00:00:00.145, 00:00:00:00.004, 56, 273, 1.8827586, R, 3.00e+00, 6, 0.00000000000000000, 9.60000000000000000e+01, , 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1101 1111 1111 1111 1101, Mon Apr 27 20:18:01 CST 2026, 145
00:00:00:00.150, 00:00:00:00.001, 56, 278, 1.8533334, M, 1.00e+00, 2, 0.02511612770301124, 9.70000000000000000e+01, , 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 150
00:00:00:00.167, 00:00:00:00.013, 56, 365, 2.1856287, R, 2.00e+00, 7, 0.00000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 167
00:00:00:00.176, 00:00:00:00.004, 56, 386, 2.1931818, M, 1.00e+00, 1, 0.01000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 176
00:00:00:00.181, 00:00:00:00.000, 56, 387, 2.1381216, L, 0.00e+00, 1, 0.01000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:01 CST 2026, 181
00:00:00:00.001, 00:00:00:00.000, 57, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 5.50000000000000000e+01, , 0101 0111 0001 1010 1100 1011 0110 1110 0011 0110 1001 1000 0100 1111 0111 1011 0111 0100 1001 1001 0100 1001 1101 1110 1100, Mon Apr 27 20:18:01 CST 2026, 1
00:00:00:00.018, 00:00:00:00.017, 57, 1, 0.0555556, R, 2.70e+01, 3, 0.00000000000000000, 5.80000000000000000e+01, , 0011 0011 0000 1111 1110 0011 1110 1110 0111 0100 1111 1110 0101 1101 0111 0001 0101 1110 0001 1001 0000 1011 0101 1110 1101, Mon Apr 27 20:18:01 CST 2026, 18
00:00:00:00.029, 00:00:00:00.000, 57, 2, 0.0689655, M, 3.20e+01, 5, 0.08485186069054183, 6.00000000000000000e+01, , 0011 1011 0000 1101 1010 0011 1011 1110 1111 0101 1110 0111 1011 0001 1011 0010 0001 0110 0111 0101 1010 1011 0110 1111 1011, Mon Apr 27 20:18:01 CST 2026, 29
00:00:00:00.034, 00:00:00:00.001, 57, 5, 0.1470588, R, 5.00e+00, 3, 0.00000000000000000, 6.30000000000000000e+01, , 1011 1011 0000 1101 1010 0011 1011 1110 1111 0101 1111 0111 1011 0101 1011 0010 0001 0110 0111 0101 1010 0011 0110 1111 1111, Mon Apr 27 20:18:01 CST 2026, 34
00:00:00:00.039, 00:00:00:00.000, 57, 7, 0.1794872, R, 2.50e+01, 2, 0.00000000000000000, 6.60000000000000000e+01, , 0011 0111 0000 1010 1110 1011 1110 1110 0111 0101 1011 0111 1011 1101 1111 0110 0101 1110 1011 1101 0010 0011 1111 1110 1011, Mon Apr 27 20:18:01 CST 2026, 39
00:00:00:00.045, 00:00:00:00.000, 57, 9, 0.2000000, R, 1.30e+01, 2, 0.00000000000000000, 6.90000000000000000e+01, , 0001 0111 0100 1010 1110 1011 1110 1101 0111 0111 1011 1111 1010 1101 1111 0111 0111 1110 1011 1101 0100 1010 1111 1110 1011, Mon Apr 27 20:18:01 CST 2026, 45
00:00:00:00.052, 00:00:00:00.001, 57, 16, 0.3076923, M, 9.00e+00, 4, 0.06308198707939691, 7.00000000000000000e+01, , 0101 0111 1100 1010 1110 1011 1110 0101 0111 0111 1011 1111 1110 1100 0111 0111 0101 1110 1011 1101 0111 1010 1111 1110 1011, Mon Apr 27 20:18:01 CST 2026, 52
00:00:00:00.056, 00:00:00:00.001, 57, 18, 0.3214286, M, 1.00e+01, 2, 0.02511612770301124, 7.20000000000000000e+01, , 0100 0110 1101 1111 1110 1011 1111 0101 0111 0111 1011 1111 1010 1100 0111 0111 0111 1110 1011 1111 0110 1010 1111 1110 1011, Mon Apr 27 20:18:01 CST 2026, 56
00:00:00:00.061, 00:00:00:00.000, 57, 19, 0.3114754, R, 2.00e+00, 2, 0.00000000000000000, 7.40000000000000000e+01, , 0101 0110 1101 1111 1110 1011 1111 0101 0111 0111 1011 1111 1110 1100 0111 0111 0111 1110 1011 1111 0110 1010 1111 1110 1011, Mon Apr 27 20:18:01 CST 2026, 61
00:00:00:00.066, 00:00:00:00.000, 57, 25, 0.3787879, R, 3.00e+00, 2, 0.00000000000000000, 7.50000000000000000e+01, , 0101 0110 1101 1111 1110 1011 1111 0101 0111 0111 1011 1110 1110 1100 1111 0111 0111 1110 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 66
00:00:00:00.071, 00:00:00:00.000, 57, 27, 0.3802817, R, 1.00e+00, 2, 0.00000000000000000, 7.60000000000000000e+01, , 0101 0110 1101 1111 1110 1011 1111 0101 0111 0111 1011 1111 1110 1100 1111 0111 0111 1110 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 71
00:00:00:00.077, 00:00:00:00.001, 57, 33, 0.4285714, R, 1.00e+00, 3, 0.00000000000000000, 7.70000000000000000e+01, , 1101 0110 1101 1111 1110 1011 1111 0101 0111 0111 1011 1111 1110 1100 1111 0111 0111 1110 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 77
00:00:00:00.082, 00:00:00:00.001, 57, 39, 0.4756097, R, 1.00e+00, 2, 0.00000000000000000, 7.80000000000000000e+01, , 1101 0110 1101 1111 1110 1011 1111 0101 1111 0111 1011 1111 1110 1100 1111 0111 0111 1110 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 82
00:00:00:00.086, 00:00:00:00.001, 57, 45, 0.5232558, R, 1.00e+00, 9, 0.00000000000000000, 7.90000000000000000e+01, , 1101 0110 1101 1111 1110 1011 1111 0101 1111 0111 1011 1111 1110 1100 1111 0111 0111 1111 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 86
00:00:00:00.091, 00:00:00:00.000, 57, 47, 0.5164835, R, 3.00e+00, 2, 0.00000000000000000, 8.00000000000000000e+01, , 1101 0110 1101 1111 1110 1111 1111 0101 1111 1111 1011 1111 1110 1100 1111 0111 0111 1111 1011 1111 0110 1010 1111 1100 1111, Mon Apr 27 20:18:01 CST 2026, 91
00:00:00:00.094, 00:00:00:00.000, 57, 49, 0.5212766, R, 1.00e+00, 3, 0.00000000000000000, 8.10000000000000000e+01, , 1101 0110 1101 1111 1110 1111 1111 0101 1111 1111 1011 1111 1110 1100 1111 0111 0111 1111 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 94
00:00:00:00.099, 00:00:00:00.000, 57, 51, 0.5151515, R, 1.00e+00, 3, 0.00000000000000000, 8.20000000000000000e+01, , 1101 0110 1101 1111 1110 1111 1111 0101 1111 1111 1011 1111 1110 1100 1111 0111 1111 1111 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 99
00:00:00:00.104, 00:00:00:00.000, 57, 57, 0.5480769, R, 1.00e+00, 6, 0.00000000000000000, 8.30000000000000000e+01, , 1101 0110 1101 1111 1111 1111 1111 0101 1111 1111 1011 1111 1110 1100 1111 0111 1111 1111 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 104
00:00:00:00.110, 00:00:00:00.000, 57, 59, 0.5363637, R, 1.00e+00, 2, 0.00000000000000000, 8.40000000000000000e+01, , 1101 0110 1111 1111 1111 1111 1111 0101 1111 1111 1011 1111 1110 1100 1111 0111 1111 1111 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 110
00:00:00:00.115, 00:00:00:00.001, 57, 61, 0.5304348, R, 1.00e+00, 2, 0.00000000000000000, 8.50000000000000000e+01, , 1101 0110 1111 1111 1111 1111 1111 0101 1111 1111 1011 1111 1110 1100 1111 1111 1111 1111 1011 1111 0110 1010 1111 1110 1111, Mon Apr 27 20:18:01 CST 2026, 115
